ID,City,Country,Latitude,Longitude,Height,Temperature,Humidity,Pressure,Wind Direction,Wind Speed
45007,HONG KONG INTERNATIONAL AIRPORT,"HONG KONG, CHINA",22.3,113.9167,7,26.4,67,1013.8,E,7.0
45032,TA KWU LING,"HONG KONG, CHINA",22.5167,114.15,14,24.7,75,1013.7,SE,2.0
45035,LAU FAU SHAN,"HONG KONG, CHINA",22.4667,113.9833,35,24.3,79,1014.0,E,4.0
45039,SHA TIN,"HONG KONG, CHINA",22.4,114.2,12,24.7,78,1014.5,SE,1.0
47402,KITAMIESASHI,JAPAN,44.9333,142.5833,8,11.3,48,1017.5,SW,5.1
47404,HABORO,JAPAN,44.35,141.7,9,9.7,78,1018.5,E,3.1
47405,OMU,JAPAN,44.5667,142.95,15,6.3,67,1017.6,SW,2.6
47411,OTARU,JAPAN,43.1667,141.0,26,12.5,61,1018.4,W,1.6
47413,IWAMIZAWA,JAPAN,43.2,141.7833,51,13.2,43,1018.8,E,2.1
47424,TOMAKOMAI,JAPAN,42.6167,141.5333,7,13.9,49,1018.8,E,1.6
47433,KUTCHAN,JAPAN,42.9,140.75,188,11.7,53,1018.1,E,3.1
47435,MOMBETSU,JAPAN,44.3333,143.35,17,8.3,51,1018.0,SW,2.1
47440,HIROO,JAPAN,42.2833,143.3167,34,13.0,46,1018.2,W,3.6
47512,OFUNATO,JAPAN,39.05,141.7,38,14.8,43,1021.6,SW,1.0
47520,SHINJO,JAPAN,38.75,140.3,102,11.4,59,1021.7,S,2.1
47576,MUTSU,JAPAN,41.2833,141.2,4,13.9,71,1019.4,S,2.6
47592,ISHINOMAKI,JAPAN,38.4167,141.2833,42,15.7,70,1021.6,NE,2.6
47597,SHIRAKAWA,JAPAN,37.1167,140.2,356,15.0,54,1021.8,S,2.6
47606,FUSHIKI,JAPAN,36.7833,137.05,13,15.5,56,1020.4,NW,1.6
47617,TAKAYAMA,JAPAN,36.15,137.25,561,14.8,55,1022.7,SE,1.6
47620,SUWA,JAPAN,36.0333,138.1,762,15.6,62,1021.9,SE,3.1
47622,KARUIZAWA,JAPAN,36.3333,138.5333,1004,9.7,62,1550 m (850) ,NE,1.6
47631,TSURUGA,JAPAN,35.65,136.05,12,19.9,53,1021.0,S,7.2
47640,KAWAGUCHIKO,JAPAN,35.5,138.75,861,11.9,85,1556 m (850) ,N,1.0
47641,CHICHIBU,JAPAN,35.9833,139.0667,233,14.8,69,1021.9,SW,1.6
47649,UENO,JAPAN,34.75,136.1333,160,16.7,67,1022.6,S,1.6
47653,IRAKO,JAPAN,34.6167,137.0833,7,16.4,81,1023.4,S,1.6
47654,HAMAMATSU,JAPAN,34.75,137.7,47,17.2,70,1023.8,SW,1.0
47657,MISHIMA,JAPAN,35.1,138.9167,21,16.8,79,1023.6,E,1.0
47666,IROZAKI,JAPAN,34.6,138.8333,53,17.7,79,1023.5,W,4.1
